"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @JackTreseler","@JackTreseler follows"
kcren,"Kevin Crenshaw","USA (Worldwide)","31,535","27,012","11 Nov 2011 19:57:45","4,142","15 Aug 2016 02:44:43","Rapid turnaround CEO. People-centered turnarounds. Principle-based #leadership. Build leaders, not followers. 6x entrepreneur. Father of 10. BS Physics.",http://about.me/kcren,60.5,18.5,11.5,55.4,,
ShaneBlueChief,"Shane McCarthy","Limerick / Ireland","3,687","3,485","26 Feb 2013 23:33:13","12,186","09 Aug 2016 17:22:26","CEO @BlueChiefSocial building brand equity on social media. Love Football, NFL & UFC -Alabama, Seahawks, Man Utd. I'm ShaneBlueChief on Snapchat & Instagram",http://BlueChief.ie,28,47.5,23,55.4,,
CWheels24,"Christian Weiland",OHIO-CANADA-TEXAS,914,911,"05 Oct 2013 03:55:39",593,"09 Aug 2016 02:02:15","Athletic Director|Teacher|Coach|Personal Trainer|Nutritionist|Pharma Supps|Motivational Speaker|CFL|NFL|CEO CFIT|OHIO✈️CANADA✈️TEXAS✈️ chrisweiland24@gmail.com",,0,0,0,55.4,,
MatTordjman,"Mat Tordjman","Paris, Ile-de-France","1,175",196,"02 Mar 2015 02:16:32","11,990","14 Aug 2016 21:44:10","Scénariste, réalisateur. @agencetalentbox . Réalisation de mon 1er long métrage en 2016. CEO @allinsushi",http://www.talentbox.fr/fiche.cfm/582503-mathieu-tordjman.html,0,0,0,55.5,,
mvaxelaire,"Matthieu Vaxelaire","Paris, Ile-de-France","2,032",326,"30 Jul 2009 10:11:27","2,635","12 Aug 2016 13:37:31","ceo @Mention ✪ We are hiring: https://t.co/JjxzRbOQfp ✪ #MediaMonitoring #SMM #SaaS #Monitoring #Listening",http://Mention.com/,0,0,0,55.4,,
GrecoLeanFit,"Tony Greco",,"108,807",804,"14 Apr 2010 02:09:26","17,886","04 Aug 2016 00:18:26","Tony is Canada's Leading Fitness Specialist, Motivational Speaker, Trainer to NHLPA, Radio Host, Life Coach & CEO OF GRECO FITNESS STUDIOS",http://www.grecofitness.com,40,24,17.5,55.4,,
Renatoflowers,Chule,,"1,092",595,"30 Jun 2010 21:54:58","47,735","04 Aug 2016 04:40:41","Organizador del #MosaicoDeOlimpia CEO en @masdigitalpy Vice Presidente de @Fycsports",,0,0,0,55.4,,
DanaALalami,"دانة العلمي | Dana","Jeddah, Kingdom of Saudi Arabia","21,374",123,"05 Nov 2010 11:00:38","29,618","12 Aug 2016 16:46:00","jewellery designer|CEO of DANA ALALAMI JEWELRY&Gold factory - عضولجنة تجارالمعادن الثمينة والاحجارالكريمة بالغرفةالتجارية بجدة",http://www.danaalalami.com,37,29.5,16,56.1,,
Missdollycastro,"Dolly Castro","Miami/ B&R in Nicaragua","93,165",172,"29 Aug 2011 22:20:46","9,658","12 Aug 2016 16:10:37","Bars And Branches CEO Fashion●Fitness●Travel●Health Snapchat: DollyCastro Instagram: MissDollyCastro Business Inquiries: Larissa@DollyCastro.com",https://www.facebook.com/dollycastroxoxo?fref=ts,96,0,3,55.8,,
THQureshi1,---Toqir---,"Qureshi #Sheffield","16,089","11,938","04 Jan 2012 17:37:05","7,562","03 Aug 2016 17:41:10","Who needs a bio when you're just gonna open up my avi and decide if I'm good enough fr u to follow.. Insta:@thqureshi1 sc: thq786 CEO: I Tech ltd..",,27.5,4,2,55.4,,
flipahouse,"Randolph Dotson","Los Angeles Ca","2,164","2,092","21 Dec 2013 03:33:11","12,031","15 Aug 2016 15:10:00","CEO, Experienced Entrepreneur, Real Estate Investor,Classic Car Restorations, Music lover!",,0,0,0,55.4,,
moia,"Marko Ahtisaari","Cambridge, MA","24,270","3,452","08 May 2007 12:42:06","4,988","12 Aug 2016 14:18:24","Entrepreneur. Designer. Investor. CEO and co-founder of @syncprojectco. Director's Fellow @medialab. Also in the band Construction with @nadyapeek.",http://ahtisaari.typepad.com/about.html,9,91,0,55.4,,
kjstrasser,"Kevin Strasser","The Golden Isles of Georgia","45,760","27,506","12 Feb 2009 19:49:47","4,633","15 Aug 2016 14:44:26","Founder and CEO @TribeBoost • Founder @ThoughtFlame • Tweets about entrepreneurship, leadership, marketing, tech, SaaS, startups, etc.",http://TribeBooster.com,45.5,18.5,29,55.4,,
sir,"Sam Rosen",NYC,"6,930",587,"13 Sep 2009 00:10:46","8,667","12 Aug 2016 03:05:38","Founder/CEO @MakeSpace | First EIR @upfrontvc | BOD @giftoflife | Runnin Against the Wind",https://about.me/sir,23,13.5,55,55.4,,
Andy_Tobin,"Andy Tobin",,"5,627","3,003","25 Apr 2011 20:28:35","6,624","07 Aug 2016 14:08:58","Husband Dad Grandpa -AZ Corp Comm- fmr Gov Ducey Cabinet.43rd AZ House Spkr, 69th Natl Pres US JR Chamb,US Cong Cand '14.Fmr SmBus & Aero Manf CEO, 37yrs AZ TMO",http://www.andytobin.com,15.5,74.5,4.5,55.4,,
kainxs,"Gabriel Samper","Torrevieja (Alicante)","3,028","1,760","10 Jun 2011 14:51:36","6,701","05 Aug 2016 12:30:16","Abogado. Fotografía Móvil. Visual marketing. CEO en @turisbrand. Creador y organizador de @mowo_es: el Congreso de Fotografía Móvil e #Instagram.",http://www.kainxs.com,57.5,24,14,55.4,,
BeritSvendsen,"Berit Svendsen",,"4,747",881,"03 Mar 2012 20:49:20","1,411","02 Aug 2016 10:36:19","EVP Telenor/CEO Telenor Norway. Passionate about customers & technology. Konserndir Telenor/adm. dir. Telenor Norge. Lidenskapelig opptatt av kunder & teknologi",,39.3,49,8.7,55.4,,
Comunica2_,Comunica2,España,595,942,"11 Nov 2013 22:38:01","9,461","08 Aug 2016 08:49:41","No hay una segunda oportunidad para causar una primera buena impresión. Congresos, imagen de líderes y empresas. CEO el periodista bilbaino S. Arestizabal",http://www.comunica2.org,0,0,0,55.4,,
YujiroTaniyama,"谷山雄二朗 YUJIRO",,"6,360","2,591","20 Apr 2009 14:31:34","6,698","10 Aug 2016 12:32:14","Outspoken Samurai. Japan Broadcasting. net Corporation Founder CEO",http://JapanBroadcasting.net,60.5,25.5,6,56.4,,
Sel_Watts,"Sue-Ellen Watts",Australia,"9,681","9,760","30 Jun 2009 11:27:17","9,355","12 Aug 2016 09:01:23","Founder & CEO of wattsnext, HR disruptor, committed to making businesses around the world great places to work, lover of business, entrepreneur & mum of 3 boys.",http://www.sue-ellenwatts.com,39,18,7,55.3,,
mafergamboa,"María Fernanda",Venezuela,"2,120",273,"19 Sep 2009 04:48:42","31,639","04 Aug 2016 13:44:38","Periodista. #CEO @laportesocialm Sport&SocialMedia ✉️nandagamboa1@gmail.com",http://www.laporte.com.ve,0,0,0,55.3,,
glushkov_alex,"Alex Darcy Glushkov",Russia,988,848,"04 Jan 2010 19:20:05","19,007","05 Aug 2016 18:06:49","tv anchor, producer, publicman, director. CEO & Founder Darcy MUSIC. RUSSIA.",http://sashaglushkov.livejournal.com/,0,0,0,55.3,,
mai_D_mai,"関口舞 Mai Sekiguchi","日本 東京都","4,413",961,"16 Mar 2011 13:13:08","8,399","02 Aug 2016 15:07:43","フランツ・カフカが大好きな25歳。会社をつくり、がんばっています! poolside inc. CEO →Lip Inc. co-founder https://t.co/n2GsQvRRmq",http://maidmai.com,23,9,41,55.3,,
TotalCEO,"Total CEO","New York, NY","12,575","6,518","13 Apr 2011 23:24:10","15,402","17 Jul 2016 17:03:52","Dedicated to making you a better CEO. Follow for the latest growth hacks and if you want to read tips from fast-growing startups. Tweets by @vincentdignan",,20.5,0.5,98.5,51.2,,
NicoleBarnwelI,"Nicole Barnwell","Atlanta, GA","161,630","147,908","10 Jun 2011 11:41:38","160,327","15 Aug 2016 19:58:00","Ceo of Promo Headz | Get Twitter Followers | Views | Likes | Plays and more using my services! Website: http://www.promoheadz.com",http://www.promoheadz.com,97,0,0,55.3,,
RichardEvans40,"Richard Evans",London,"1,153",330,"18 Nov 2011 17:06:57","5,262","08 Aug 2016 11:58:53","CEO for the Society and College of Radiographers. All views expressed are my own.",,0,0,0,55.3,,
ziwko90,"Marko Zivkovic",Nis,"2,612","2,989","08 Apr 2012 16:54:28","3,059","08 Aug 2016 17:33:04","Student Marketinga.. MMA fan, cat and dog lover, advertising junkie, wannabe SEO expert one day .. IRON MAIDEN fan \m/ .... future rock singer and CEO ...",,72,16.5,8,55.3,,
CEOactivechesh,"anne boyd",,"2,198","2,301","29 Jun 2012 19:20:38","14,752","12 Aug 2016 08:37:04","CEO @ActiveCheshire.Curious & excited about life.Proud mum/leader of exceptional team.Passionate about work,family n improving mentalhealth services.MY views",http://www.activecheshire.org,0,0,0,55.3,,
GiantSweetTart,"Beth Wareham","New York","12,240","10,427","11 Jun 2010 14:43:45","76,588","14 Aug 2016 20:02:15","CEO, Shadow Teams, #Indie #publisher #author/HAIR CLUB BURNING, (www.Lisa http://HaganBooks.com) (optioned by Running Steed #film ) http://www.shadowteams.com",http://www.shadowteams.com,25.5,29,14,55.3,,
evanspiegel,"Evan Spiegel",,"43,859",35,"24 Dec 2010 22:13:42",0,"22 May 2015 22:33:23","CEO @Snapchat",http://hypem.com/espiegel,35,19,43.5,55.3,,
DJUnderbossPR,"DJ Underboss",,"1,840","1,423","30 Jun 2012 20:28:43","43,426","07 Aug 2016 21:55:17","Road Manager - Social Media Manager & Live DJ / PR - BDG / Ceo at @UnderMusicGrp",,0,0,0,55.3,,
takdos,Adis,"contact: adis-136@hotmail.com","10,296",613,"28 Feb 2010 13:06:58","135,444","12 Aug 2016 06:06:01","Backpacker Gembel | Travel Comedy Blogger | Author of #WIB and #KKBG | #Whateverpreneur | CEO of CV. Whatever Indonesia",http://www.whateverbackpacker.com,35,20,27.5,55.3,,
sid_wahi,"Sid Wahi","Jo'burg, Dubai and 35,000ft","1,992",222,"05 Mar 2012 14:16:39","5,022","12 Aug 2016 18:12:09","All views are my own. RT ≠ endorsements CEO at https://t.co/WC7hMRoFmQ & Forbes Africa Follow: @cnbcafrica @forbesafrica @ForbesWomanAfri Tweets may be archived",http://www.cma-me.com,32.7,14.6,28.1,56.1,,
JGuehenno,"Jean-Marie Guéhenno",,"5,314",88,"15 Feb 2013 04:07:35","1,589","08 Aug 2016 15:06:53","President & CEO, International Crisis Group, Distinguished Fellow at the Brookings Institution, author of The Fog of Peace, (Brookings press)",,71,14.5,0.5,55.3,,
Tautologicaly,Jojo,"Portland, OR","2,053",349,"27 May 2013 05:21:56","31,838","15 Aug 2016 08:01:05","Co-Ceo of @Hiveworks, Ceo @Slipshinestudio, marketing @PixieTrixComix/@ChromaticPress Captain of something.",http://www.thehiveworks.com,0,0,0,55.4,,
JasonSchwartz83,"Jason Schwartz","Chicago, IL",266,472,"07 Jul 2014 00:02:06","19,707","15 Aug 2016 19:25:44","Founder & CEO of @Chicago_History",,0,0,0,55.4,,
SelineOK,"Seline Karakaya","Santa Monica, CA","1,231",426,"07 Jan 2015 18:53:29","1,666","15 Aug 2016 14:25:05","CEO & Founder, Excelerate Global | VC | Recovering PE Director | Foodie | Beach Bum | Design Addict | MUST LOVE DOGS + WINE + OLIVE OIL",,0,0,0,55.1,,
mmccue,"Mike McCue","Palo alto, ca","18,599",710,"13 Mar 2008 08:03:10","7,847","09 Aug 2016 09:43:00","Flipboard co-founder, ceo",http://www.flipboard.com,11,21,62.5,55.3,,
AJSlavin,"Amanda Slavin","Las Vegas; LA","4,521","2,101","08 Mar 2009 23:12:41","6,148","14 Aug 2016 19:43:31","CEO+Founder @CatalystCreativ |curator @Lifeisbeautiful | Writer | #Forbes30U30 | Speaker| @glblctzn @iamthatgirl @mama_hope @nprgenlisten SNAPCHAT= Slavinsnaps",https://www.levo.com/articles/lifestyle/things-to-do-before-turning-30,36,42.5,24,55.3,,
WesTrimble,"Wes Trimble™","Dallas, TX","3,884",801,"27 Aug 2009 16:50:31","56,658","06 Aug 2016 21:06:05","Owner/ CEO of @NextLVLEvent ➖ ♅ ➖ Marketing Director @FastFwdLive & @Bungalow_Dallas ➖ You can find me at @Lizard__Lounge ➖ @WeScoreMore Dallas",https://www.facebook.com/NextLVLEvents,14.5,68,6,55.3,,
Javiertupuedes,"Javier Álvarez",España,"2,430",948,"27 Mar 2011 11:52:40","3,746","09 Aug 2016 09:55:13","Coach / Impulsor / Soñador # CEO @T_impulsa y @Timrural . Retos2016: #MétodoTransformaciónHumanoDigital #TimSchool #CongresoTHD #INECOI #EvoluciónPermanente",http://www.timpulsa.com,55,45,0,55.3,,
maggiephilbin,"maggie philbin",London,"21,135",717,"09 Feb 2009 10:49:29","17,868","13 Aug 2016 19:33:39","TechJournalist , CEO TeenTech, leader Digital Skills TaskForce.Specialising in technology but please don't ask me to fix anything. My views,not those of the BBC",http://www.maggiephilbin.com/,26.5,29.5,37.5,55.9,,
CompeteNow,Compete.org,"Washington DC","2,963","1,256","13 Feb 2009 16:12:49","8,186","11 Aug 2016 20:44:54","U.S. Council on Competitiveness—CEOs, university presidents, labor leaders and national lab directors working to ensure U.S. prosperity.",http://www.compete.org,42.5,52,2.5,55.3,,
aberyosuke_clue,"Ryosuke Abe","シャレー渋谷","1,729",133,"08 Apr 2010 03:17:37","32,865","03 Aug 2016 10:20:20","CLUE, Inc. CEO and Founder ドローン事業をやってます！CLUEではドローン大好きなエンジニア大募集中なのでお気軽にご連絡ください。 https://www.drone-cloud.net/en",https://air.borg.media/,0,0,0,55.3,,
DoyleWheeler,"Doyle Wheeler","Spokane and Seattle, WA","14,067","3,541","05 May 2010 23:44:30","34,656","09 Aug 2016 01:47:14","I'm a creative online marketer specializing in Social Media. CEO of @KinetekMedia - Photographer AKA #FilterNerd - let's build the next big thing! WIN!",http://snapchat.com/add/doylewheeler,18.5,23.5,41,55.3,,
ahmadalhanandeh,"Ahmad Hanandeh","Amman, Jordan","8,692",300,"27 Aug 2011 09:12:17","2,229","09 Aug 2016 05:14:36","CEO of @zainjo, a believer that success needs no explanation & failure needs no alibi. #Love the wonderful world of #zain, for a wonderful #JO!",http://www.jo.zain.com,28.5,25,40.5,55.3,,
CycloneInsiders,"Cyclone Insiders",,"1,306",818,"07 Sep 2013 02:26:44","13,970","12 Aug 2016 23:01:22","CEO of Pup Indu$trie$",,0,0,0,55.3,,
jackie_vii,"Jackie Vii","Miami Beach, FL","3,243",569,"01 Apr 2015 01:28:46","1,204","03 Aug 2016 14:09:52","I am Jackie Vii, Founder & CEO of Miami Vii Promo & Radio Host of Miami Vii Radio Show iFM Radio For inquiries contact: MiamiViiPromo@gmail.com",http://www.blogtalkradio.com/ifilmusic-radio/2016/03/18/miami-vii-radio,27.5,61,5,55.3,,
cjumbo,"Carlos Jumbo G.","Quito, Pichincha, Ecuador","1,515",779,"26 Mar 2007 12:21:27","33,636","08 Aug 2016 02:23:22","De Celica (Loja). CEO/Founder de Inforc Ecuador, dedicado al mundo de la Seguridad de la Información. ISSA Ecuador & OWASP member. Husband and father.",http://www.inforc.ec,0,0,0,55.3,,
mirkopallera,"Mirko Pallera","Pianeta Terra","20,889","1,658","10 Oct 2007 13:32:21","30,594","04 Aug 2016 16:01:11","Imprenditore, Consulente e aspirante Surfer, CEO @Ninjamarketing & @Ninjacademy | Digital Marketing & Social Media Strategist, Archetypal Branding.",http://www.ninjamarketing.it,97.5,1.5,1,55.3,,
jorgensundberg,"Jörgen Sundberg","London, England","39,963",714,"09 Nov 2009 12:41:58","41,942","12 Aug 2016 15:18:12","Hejsan! CEO @LinkHumans, Founder @UndercoverRec & #smlondon. Podcaster #LHPodcast. Email: jorgen@linkhumans.com",http://linkedin.com/in/jorgensundberg,23,43.5,32,55.3,,
EvolveMobileM,"Barry S. Macdonald","Kingston, Ontario, Canada","51,432",295,"09 Oct 2011 02:07:03","6,762","13 Aug 2016 23:25:58","Founder and CEO of E-Volve Mobile Marketing. We specialize in Mobile Marketing, App Development, Social Media and Content Marketing. #MobileMarketing",http://e-volvemobilemarketing.com,48.5,32.5,18.5,55.3,,
mrzcme,"classyblaqkgmg promo","United States","2,162","2,146","28 Feb 2013 19:43:54","12,624","03 Aug 2016 21:57:55","GOD'S CHILD/VP MARKET/PROMO @ BLAK Reign ENT/KGMG/CEO of CMP A BLAK R.E.I.G.N./KGMG COMPANY #SHADY580 #MASHMODE #NEVER",,0,0,0,55.3,,
DeturnsIsOlymp,"Olymp Deturns - CEO","Vereinigte Staaten","1,188",80,"11 Jul 2014 12:31:15","4,333","13 Aug 2016 20:43:58","Proud Owner of @OfficialOlympus and My E-Girl @AsperXV & My bae @TravaOG_ MY ONLY GTS Olymp_Deturns , xDeturnsIsOlymp , OlympDeturn & xDeturns",,0,0,0,53.4,,
MarcelaMexia,"Marcela Mexia","Baja California, México","14,270","11,717","28 Apr 2009 18:47:01","24,083","15 Aug 2016 16:12:59","Estratega de Mercadotecnia | Empresaria | Speaker | CEO @Adirektiva | Marketing | Pintora | Columnista @elimparcialcom | AMMJE ⭐️Podcaster⭐️",http://www.marcelamexia.com,57,17,10,55.3,,
NewCommGlobal,"Lucie Newcomb","Global via Silicon Valley","7,232","7,952","07 Sep 2009 04:19:08","34,732","11 Aug 2016 15:55:13","Expanding Your Firm's Reach+ Impact. CEO. Global BizDev+Leadership. Diplopreneur/Advisor/Founder/Globetrotter, Faculty.Emerging Markets. SVBJ Woman of Influence",http://www.newcommglobal.com,21.5,65,9,55.3,,
SunmboAdeoye,"SUNMBO AJABA ADEOYE","Lagos, Nigeria","8,506","1,890","17 Nov 2009 06:31:46","25,217","12 Aug 2016 17:31:16","Inspiring Change with Sunmbo™ | Wife | Mom| Entrepreneur|Events Specialist |Goldman Sachs Scholar| CEO @EsobEvents|Founder @EsobHeroes|Convener: @InspiringChang",http://soundcloud.com/adesunmbo-adeoye/before-you-do-single-parents,11,80,3,55.3,,
TFordFSP,"Tracy Ford","Bellevue, WA","4,219","1,331","23 Oct 2010 14:45:04","24,839","15 Aug 2016 04:07:52","CEO & Head Performance Director of the #1 Sports Performance facility in the PNW {Ford Sports Performance} {Portland State Alum} contact info@gofordsports.com",http://www.GoFordSports.Com,36.5,41,20.5,55.3,,
10mThinking,"Paul Hughes",Amsterdam,"15,970",552,"19 Jul 2012 20:54:54","6,459","12 Aug 2016 09:20:46","CEO, motivational speaker & visual storyteller @10mThinking. Visual #storytelling for organizational transformation. Designer at heart. https://t.co/lQgejF8QtU",http://www.TenMetersOfThinking.com,19.5,79,1,55.3,,
FredericClad,"Frédéric Clad",Paris,"8,238","1,971","01 Jan 2014 19:04:39","1,822","14 Aug 2016 12:27:14","#contemporaryart #artmarket #communication #collector / Head of digital @ClaudineColin / Former CEO of the Galerie Frederic Clad",https://www.youtube.com/channel/UCJzPBZ_zlxhqkF0fn-di5TA?sub_confirmation=1,69.3,21.6,8,55.3,,
MarkWebsterCEO,"Mark Webster",,"2,223",75,"14 Aug 2011 07:46:49","1,471","23 Jul 2016 09:48:09","CEO of Inglis, Australia's leading throughbred auctioneers. Previously CEO of News Interactive and GM of The Daily & Sunday Telegraph and The Australian.",,0,0,0,55.3,,
xrolet,"Xavier R. Rolet",London,"2,408",700,"04 Mar 2012 14:11:40","1,307","10 Aug 2016 01:05:19","CEO, London Stock Exchange Group | Dictum Meum Pactum | tweets & re-tweets are not endorsements |",http://www.lseg.com,25.5,72.5,3,55.3,,
misskarisma,Karismaxxx.com,worldwide,"21,713",108,"10 Sep 2007 03:04:04","64,855","16 Aug 2016 00:19:25","I am blessed, n loving life. My site: http://Karismaxxx.com |Cam Model,Comp Nerd, & CEO|Retiring Dec 2016|",http://Karismaxxx.com,35,9.5,14.5,55.3,,
simon_staffans,"Simon Staffans",Finland,"3,404",180,"22 Oct 2008 07:45:13","19,644","18 Jul 2016 15:33:06","CEO ReThink NMS. Storyteller, media strategist, producer, innovator.",http://rethinknms.com,24.5,29.5,36,55.3,,
1alexsong1,"Alex Song","New York, NY","16,153","14,904","27 Mar 2009 21:46:33","2,595","10 Aug 2016 04:00:56","Founder & CEO of @innovationdept. Venture Capital #Investor, #Startup Brand Builder & World Traveler. Lets connect.",http://www.innovationdept.com/,100,0,0,55.3,,
felipeangelestv,"Felipe Ángeles",México,"15,458","2,131","03 Sep 2009 20:04:32","9,416","11 Aug 2016 17:35:38","Conferencista, astrólogo, cineasta, actor, productor @Fernandarevista @NoticiasMVS, Rumboastral @mujerd10 @IdeasQueAyudan CEO @3D3producciones 5551652652 add me",https://www.facebook.com/FelipeAngelesPaginaOficial,26.5,37,31.5,55.3,,
apoguy,"Federico Einhorn","Miami, FL","13,113",46,"28 Jan 2010 17:57:50","4,178","23 Jun 2016 00:54:44","SEO Ninja @ViberAgency, CEO @FullTraffic and mostly GEEK.",http://federicoeinhorn.com,59,6,41,55.3,,
VisualSuccess,"Predrag Gasic",Oberderdingen,"5,050","5,507","08 Nov 2010 17:19:27","22,373","11 Aug 2016 08:51:27","ن - Ich bin N - WeAreN.de | IT Business Engineer | SAP Consultant Logistics | PREGA Design CEO | #apps #shops #webentwicklung #b2b #webdesign #marketing",http://www.prega-design.de,96.5,2,0,55.3,,
tairlan95,SO_Tairlan,London,"5,056","4,608","25 Nov 2010 18:21:52","7,601","11 Aug 2016 06:54:55","CEO & Director of the The Trading Team. Working at SO Finance as an expert trader and marketing mentor. Giving people chance to make money online msg me today.",,11.5,80,4,55.3,,
powerglobalus,Powerglobal,"Brisbane, Queensland","2,508","5,001","19 Apr 2012 06:12:30","13,471","16 Aug 2016 02:47:25","The Conservative Voice in Global News Following @realDonaldTrump @TrumpWH2016, @Brexit @LeaveEU @TonyAbbott CEO http://www.powerglobal.us Follow @powerglobalus",http://www.powerglobal.us,11.5,88,0,55.9,,
sadullahuzun,"Sadullah UZUN",,662,423,"08 Aug 2009 17:30:22","5,256","12 Aug 2016 18:25:19","Verisun Teknoloji kurucu ortak, CEO http://www.verisun.com",,0,0,0,55.2,,
ryanjhun,"Ryan S. Jhun",worldwide,"53,252",258,"02 Jan 2010 14:44:41","33,768","24 Jun 2016 17:01:06","PRESIDENT of MARCAN ENT CREATIVE/COORDINATOR OF WARNER CHAPPELL. CEO/Writer/Producer/ SHINEE. TVXQ. EXO. Fx. SPICA. SUPER JR. GIRLS GENERATION. RED VELVET.",http://www.marcanent.com,86,12,1,55.2,,
DaDrankKang,"PurpleWorld™ Empire","somewhere in the hood","18,047","8,244","15 Aug 2010 12:24:50","120,977","12 Aug 2016 21:56:24","PurpleWorld Entertainment™ CEO bookings & business inquiries: PurpleWorldENT@gmail.com Offices: 1(504)475-8471",http://DaDrankKang.com,44,36,8.5,55.2,,
isai_fr,"J-David CHAMBOREDON","Paris, France","16,970",605,"16 Dec 2010 16:13:19","15,604","21 Jul 2016 11:09:02","JDC at ISAI dot FR - CEO of 'ze' French internet entrepreneurs' fund - Initiateur involontaire / porte-parole des #geonpi - Co-président de @FRDigitale",http://www.isai.fr,39,41.5,21,55.2,,
ThaReal_DBoi,"DBoi SODMG","Las Vegas","2,712",875,"21 Aug 2010 22:50:59","22,565","10 Aug 2016 17:50:48","LiLBMF CEO✍ SODMG/BMF Major Without A Deal #LifeOfADBoi Out Now Bookings Contact Management Bookingdboisodmg@gmail.com @CeoMiamiMike",http://www.realdboi.com,81,17,1.5,55.2,,
TheRealKhayno,"KINGHU$TLE ⚠️ON GO","$LABTOWN FLEXA$","2,308","1,579","09 Jan 2011 23:27:05","74,852","15 Aug 2016 02:10:16","21♏️|#Artist| #Songwriter| @hustle_heads CEO| BOOKING/FEATURES: Businessforkingkhayno@gmail.com | #HOUSTOCK #Hustleheads | NEW VID: https://youtu.be/nrkWWHn4-aA",http://soundcloud.com/king-khayno,17,72,3,55.2,,
DiegoGColomer,"Diego G. Colomer","Entre Lima y Madrid...",888,212,"01 Dec 2011 22:28:00",887,"24 Jul 2016 18:28:23","Padre de cuatro hijos maravillosos. CEO del Grupo Gildemeister Perú: Hyundai, Citroën/DS, Jaguar/Land Rover, Mini, BMW Motorrad, Volvo, Mahindra y Motormundo",,0,0,0,55.2,,
narkeviciute,"Gintarė Narkevičiūtė",Lithuania,"1,968",763,"19 Mar 2012 21:07:20","4,350","02 Aug 2016 12:02:40","Ambassador @lithuaniatribun, FA Director @ReaganHouseLT, Foreign Secretary @tslkd (@EPP), VP @IYDUofficial, CEO NexusOperations. Past: FAM Adviser @LithuaniaMFA",http://www.linkedin.com/in/gintarenarkeviciute,0,0,0,55.2,,
MoiseLeGeek,Moise,"Ile-de-France, France",596,458,"16 Jul 2014 20:30:12","1,007","12 Aug 2016 17:10:31","CEO - LS Project https://t.co/sajMMIwkZG",http://www.moise-le-geek.fr/,0,0,0,55.3,,
shaahink,"Shahin Katebi",Tehran,"5,096",441,"12 Jun 2009 22:53:56","31,853","09 Aug 2016 20:36:46","Founder & CEO at @SeebCorp. Mobile Business/Technical Consultant, Software Architect, Teacher and PACKT Publishing Editor. English tweets: @ShahinKatebi",http://shaahin.us,10.5,9,43.5,55.2,,
akrabjohansen,"Anders Krab-Johansen",Copenhagen,"7,263",28,"30 Jun 2009 11:44:38","1,166","10 Aug 2016 10:50:21","Editor-in-chief and CEO of Danish business daily Børsen.",http://www.borsen.dk,37.5,7,61.5,55.2,,
sheysentidos,SheilaMontaño,"Morelia, Michoacán México","4,572","1,333","24 Feb 2010 01:29:45","35,363","05 Jul 2016 21:19:01","CEO de Latidos Cronsultoría, COMPROMETIDA con MX, activista social,Coach empresarial y de vida Hagamos que las cosas sucedan. Comunicóloga EXA UVAQ.ITESM,CIDE",,2.5,92.5,3,55.2,,
imSLF,"Sergio L.",Barcelona,"1,394",35,"01 Sep 2012 14:28:01",80,"04 Jul 2016 08:51:50","CEO de distintos proyectos y enamorado de @MrVUZZ #Startups #Sunglasses #Barcelona #Youtubers #Networks",,0,0,0,55.2,,
Inspiredtoteach,"Sharon A. Thompson","New York, NY","1,976","2,626","22 Apr 2009 15:52:43","13,263","09 Aug 2016 06:36:17","Creative #STEAM Museum educator | CS & Robotics #teacher | #Edtech | #maker CEO & Founder @DreamWorkshop Creating future inventors, coders & game designers",http://about.me/sharonathompson,0,0,0,55.2,,
masterpj55,PJ/Laser,"The Netherlands","3,731",839,"16 Jun 2010 18:58:19","62,958","07 Aug 2016 10:39:37","I'm Pieter. Go under the names: masterpj555, Thisislaser. I am a Laser artist, LC-flash/LC-max consultant and CEO of Everest Laser. I Make laser stuff.",http://www.youtube.com/user/Masterpj555,15,2.5,80.5,55.2,,
Bonjour_Darling,"Bonjour Darling",Bordeaux,"2,927",938,"15 Dec 2011 05:44:48","5,632","03 Aug 2016 15:59:53","Anne-Laure - Bordeaux - Blogueuse & CEO/Founder de L'Atelier Bonjour Darling",http://www.bonjourdarling.com,48,11,24,55.2,,
jordi_llonch,"Jordi Llonch Esteve",,666,100,"27 Jan 2012 12:24:58","4,069","12 Aug 2016 13:12:44","Airline pilot, Entrepreneur, Multimedia BA, Founder & CEO at @SharingAcademy. Interested in #sharingeconomy, #marketplace, #collaboration & #edTech.",http://sharingacademy.com,0,0,0,57.2,,
glfceo,"Tatyana Kanzaveli","ÜT: 37.37988,-122.113773","10,316","5,336","14 Feb 2008 22:45:18","90,058","15 Aug 2016 16:39:25","Investor, Entrepreneur, CEO https://t.co/GG65HZTqyi, TEDxBayArea organizer, creative thinker who likes technologies,cooking,hiking chess,arts,good people&wine!",http://www.linkedin.com/in/tkanzaveli,44.5,45.5,6,55.3,,
multitouch,"K-12 touch software","Skellefteå, Sweden","4,654","4,916","18 Jan 2009 12:40:01","9,793","11 Aug 2016 06:37:43","Harry van der Veen NUITEQ CEO #Multitouch pioneer Passion: multi-user #k12 #classroom #touchscreen software #MultiTeach #edtech http://nuiteq.com #edchat",http://about.me/multitouch,36,51.5,1,55.2,,
